station,lat,long
"Lutzhorn, Im Dorf/Reihe",53.82731,9.78303
"Lutzhorn, Kuhhagen",53.832822,9.768505
"Moorrege, Glinder Weg",53.667177,9.672726
"Moorrege, Parallelstraße",53.672701,9.674615
"Moorrege, Glindhof",53.6751,9.677786
"Moorrege, Klöterbarg",53.663783,9.670706
"Halstenbek, Weidenstraße",53.617946,9.869692
"Lütjensee, Am Sportplatz",53.638648,10.361064
"Lutzhorn, Wendlohe",53.821367,9.795902
"Heist, Geestberg",53.655349,9.655583
"Haseldorf, Schule",53.633537,9.605508
"Haseldorf, Roßsteert",53.633374,9.607592
"Haselau, Dorfstraße 5",53.661175,9.622938
"Appen, Pinnaubogen",53.659317,9.753786
"Elmshorn, Bussardweg",53.747441,9.667251
"Elmshorn, Hamburger Straße",53.74943,9.678255
"Seeth-Ekholt, Dorfstraße",53.742346,9.718973
"Elmshorn, Hinterstraße",53.747928,9.684871
"Elmshorn, Otto-Hahn-Straße",53.746901,9.688507
"Elmshorn, Daimlerstraße",53.746293,9.692635
"Borstel (STD), Am Elbdeich (Mühle)",53.539988,9.692367
"Wohltorf, Eschenbruchweg",53.515139,10.27722
S Wohltorf,53.519951,10.278457
"Wohltorf, Alter Knick",53.518949,10.284967
"Wohltorf, Alte Wiese",53.520705,10.299423
"Wohltorf, Flagredder",53.515928,10.310645
"Wohltorf, Waldkamp",53.513538,10.305671
"Wohltorf, Am Brink",53.515364,10.293139
"Wohltorf, Bornbruch",53.512778,10.289531
"Aumühle, Dora-Specht-Allee",53.525531,10.31211
"Aumühle, Bürgerstraße",53.521718,10.313033
"Wohltorf, Vor den Hegen",53.518615,10.312235
"Quickborn, Justus-von-Liebig-Ring",53.733454,9.911223
"Aumühle, Große Straße",53.526433,10.304756
"Wohltorf, Dorfstraße",53.517511,10.290641
"Bargteheide, Am Volkspark",53.724648,10.249057
"Hammoor, Alte Dorfstraße",53.714097,10.312226
"Hammoor, Bachstraße",53.713003,10.321038
"Hammoor, Feldkoppel",53.713205,10.311593
"Bargteheide, Langenhorst",53.716725,10.288692
"Todendorf, Moorweg",53.703015,10.342486
"Todendorf, Höltenklink",53.710536,10.343219
"Sprenge, Mittelweg",53.691441,10.389745
"Sprenge, Zum Buchenwald",53.691254,10.370921
"Todendorf, Rönnbaum",53.690246,10.359277
"Hammoor, Hauptstraße",53.71267,10.321921
"Ahrensburg, Kurt-Fischer-Straße (Süd)",53.681836,10.264392
"Rohlfshagen, Ziegeleiweg",53.771981,10.347841
"Rohlfshagen, Wurth",53.767699,10.350692
"Rümpel, Hedwig-Riedel-Weg",53.77455,10.345573
"Rohlfshagen, An de Sylsbek",53.764113,10.354747
"Höltenklinken, Klinken",53.776738,10.321765
Dradenaubrücke (N),53.514439,9.912439
Klärwerk Dradenau,53.518432,9.914319
Eurokombi,53.534358,9.887589
Bubendey-Ufer (Fähre),53.539634,9.884894
SWOP,53.531576,9.894333
Container Terminal Burchardkai,53.526884,9.929792
Parkplatz Dradenau,53.523274,9.905014
"Elmshorn, Schule Langelohe",53.752369,9.671769
"Hörnerkirchen, Schule",53.84976,9.708414
"Elmshorn, Fröbelstraße (KGSE)",53.742405,9.670064
"Groß Offenseth, Dorfstraße (West)",53.817398,9.71877
"Groß Offenseth, Tannenhof",53.817693,9.730907
Wohltorf,53.520631,10.27795
Reinbek,53.508385,10.253162
Nettelnburg,53.487993,10.181237
Sülldorf,53.581116,9.797267
Allermöhe,53.490453,10.158478
Iserbrook,53.576589,9.814317
Blankenese,53.564408,9.815199
Hochkamp,53.561283,9.842123
Klein Flottbek (Botanischer Garten),53.558179,9.860472
Othmarschen,53.55912,9.885286
Bahrenfeld,53.560023,9.911051
Königstraße,53.54779,9.943949
Reeperbahn,53.549647,9.957947
Stadthausbrücke,53.549529,9.984544
Landwehr,53.561253,10.037971
Mittlerer Landweg,53.49788,10.131721
Hasselbrook,53.56477,10.055912
Billwerder-Moorfleet,53.516166,10.096026
Tiefstack,53.531002,10.066201
Rothenburgsort,53.538726,10.043196
Diebsteich,53.568226,9.934442
Langenfelde,53.579565,9.930978
Stellingen (Arenen),53.589789,9.918412
Eidelstedt,53.596288,9.906273
Elbgaustraße,53.602893,9.893091
Friedrichsberg,53.576349,10.057363
Alte Wöhr (Stadtpark),53.597711,10.035421
Rübenkamp (City Nord),53.605808,10.033111
Kornweg (Klein Borstel),53.632578,10.054507
Hoheneichen,53.63563,10.067978
Wellingsbüttel,53.641249,10.082605
Poppenbüttel,53.651955,10.093981
Neukloster,53.481384,9.639549
Buxtehude,53.470538,9.688269
Halstenbek,53.630382,9.839252
Neu Wulmstorf,53.473114,9.788914
Thesdorf,53.644403,9.813885
Fischbek,53.474725,9.819277
Harburg Rathaus,53.460644,9.980332
Wilhelmsburg,53.498154,10.006816
Krupunder,53.615956,9.867585
Wegenkamp,53.598732,9.926264
Billstraße 133,53.538948,10.047576
Billstraße 185,53.537038,10.054196
Wendenstraße (Mitte),53.549672,10.036737
Normannenweg,53.551392,10.035255
"Ammersbek, Joostredder",53.700717,10.223182
Wilhelm-Weber-Straße,53.47369,9.978253
U Emilienstraße,53.571471,9.952463
"Halstenbek, Heidkampstwiete",53.622336,9.823441
"Wohltorf, Ziegeleiweg",53.517004,10.275097
Palstek,53.533947,9.851459
Erna-Mohr-Kehre,53.478671,10.17795
"Sülfeld, Sülfelder Brücke",53.804759,10.242346
"Bad Oldesloe, Krankenhaus",53.811279,10.364753
"Bad Oldesloe, Bei der Mennokate",53.81653,10.374811
"Bad Oldesloe, Poggenbreeden",53.816944,10.385651
"Bad Oldesloe, Sandkamp",53.799197,10.343099
"Bad Oldesloe, Schanzenbarg 2",53.809088,10.399101
"Bad Oldesloe, Travebad",53.811826,10.368949
"Bad Oldesloe, Stettiner Straße",53.817299,10.380576
"Bad Oldesloe, Timm-Kröger-Weg",53.806534,10.360199
"Bad Oldesloe, Heimstraße",53.811151,10.358428
"Barkhorst, Kindergarten",53.744843,10.376516
"Bad Oldesloe, Blumendorf",53.795786,10.328329
"Elmenhorst, Schulstraße",53.762672,10.261161
"Bad Oldesloe, Berufsschule",53.806935,10.39611
"Hohenfelde (IZ), Eichenweg",53.842284,9.624425
"Hohenfelde (IZ), Wisch",53.843566,9.647067
"Hohenfelde (IZ), Denkmal",53.843674,9.62162
"Hohenfelde (IZ), Feuerwehrhaus",53.84401,9.626138
"Bad Oldesloe, Birkenkamp",53.798374,10.364306
"Barkhorst, Mühlenweg",53.74195,10.370949
"Elmshorn, Hainholzer Damm (Nord)",53.745017,9.672212
"Elmshorn, Dornbusch",53.741093,9.670088
"Elmshorn, Heidmühlenweg",53.735619,9.65759
Bf. Elmshorn (Holstenplatz),53.754339,9.658474
"Delingsdorf, Dorfstraße",53.708653,10.251733
"Delingsdorf, Lohe",53.701754,10.248122
EEZ (Julius-Brecht-Straße),53.570209,9.86052
Im Fischbeker Heidbrook (West),53.467043,9.809913
Heideblütenweg,53.464456,9.812393
Heidschnuckenring,53.46605,9.815842
Im Fischbeker Heidbrook (Ost),53.468203,9.813835
Am Fuchsberg,53.465386,9.948338
"Escheburg, Schule",53.472433,10.314243
"Apensen, Stader Straße",53.435384,9.612962
"Buxtehude, Marktkauf",53.471206,9.690915
"Buxtehude, Ostmoorweg",53.464671,9.71862
"Bargteheide, Mühlenstraße",53.735786,10.262209
"Elmshorn, Waldorfschule",53.740845,9.680709
"Elmshorn, Berufsschule",53.753179,9.668219
"Klein Nordende, Schulstraße",53.727092,9.662472
"Elmshorn, Reichenstraße (Ost)",53.748124,9.659498
"Elmshorn, Am Eiskeller",53.745763,9.659219
"Elmshorn, Ansgarstraße (Mitte)",53.7429,9.66028
"Elmshorn, Hebbelplatz",53.737868,9.662035
"Elmshorn, Liether Feldstraße",53.731731,9.660469
"Klein Nordende, Sandhöhe",53.722933,9.662255
"Klein Nordende, Voßbarg",53.720904,9.660466
"Klein Nordende, Heidgrabener Weg",53.719682,9.657174
"Elmshorn, Blücherstraße",53.745683,9.647425
Bf. Elmshorn (Holstenstraße),53.754789,9.656662
"Bargteheide, Schulzentrum",53.725088,10.260222
"Elmshorn, Mühlenstraße",53.7547,9.664605
"Elmshorn, Ollnsstraße (Mitte)",53.741512,9.65606
"Elmshorn, Grenzweg",53.773701,9.643594
"Bad Oldesloe, Gymnasium",53.805483,10.367315
"Elmenhorst, Siebenbergen",53.749838,10.263222
"Elmshorn, Rethfelder Ring",53.745044,9.676987
"Elmshorn, Parkweg",53.738004,9.652005
"Elmshorn, Sonneck",53.774042,9.648665
"Elmshorn, Heidkoppelweg",53.771041,9.685808
"Elmshorn, Stargarder Straße",53.766621,9.672952
"Elmshorn, Hainholz",53.738425,9.670091
"Elmshorn, Kaltenweide (Mitte)",53.761898,9.672376
"Elmshorn, Turnstraße",53.754759,9.642334
"Elmshorn, Gerberstraße",53.754318,9.645678
"Elmshorn, Walfängerstraße",53.76354,9.676041
"Elmshorn, Hermann-Sudermann-Allee",53.766678,9.680369
"Elmshorn, Zeppelinplatz",53.7694,9.661273
"Elmshorn, Jahnstraße",53.757065,9.646251
"Elmshorn, Koppeldamm",53.766929,9.666087
"Kölln-Reisiek, An der Autobahn",53.756401,9.704916
"Elmshorn, Anne-Frank-Straße",53.762392,9.636294
"Kölln-Reisiek, Moortwiete",53.756007,9.68623
"Kölln-Reisiek, Lauenberg",53.756534,9.689893
"Kölln-Reisiek, Kastanienweg",53.756729,9.694945
"Kölln-Reisiek, Friedhof",53.759087,9.695893
"Kölln-Reisiek, Waldweg",53.755843,9.718642
"Elmshorn, Voßkuhlen",53.768983,9.684334
"Elmshorn, Kibek",53.741738,9.707928
"Raa-Besenbek, Kirchensteig",53.755258,9.622663
"Raa-Besenbek, Baumschulenweg",53.758869,9.633148
"Raa-Besenbek, Achtern Knick",53.766267,9.627284
"Elmshorn, Bismarckstraße",53.757745,9.651659
"Elmshorn, August-Bebel-Platz",53.768814,9.669666
"Elmshorn, Beethovenstraße",53.755255,9.679456
"Elmshorn, Carl-Zeiss-Straße",53.773097,9.655476
"Elmshorn, Danziger Straße",53.7676,9.658591
"Elmshorn, Am Erlengrund",53.735592,9.670592
"Elmshorn, Finanzamt",53.757901,9.664246
"Elmshorn, Am Friedhof",53.764933,9.663053
"Elmshorn, Stiftskirche",53.76162,9.662743
"Elmshorn, Fuchsberger Allee",53.771817,9.659506
"Elmshorn, Hainholzer Schulstraße",53.743759,9.672177
"Elmshorn, Burdiekstraße (Mitte)",53.755926,9.635757
"Elmshorn, Klinikum",53.751896,9.682252
"Elmshorn, Zum Krückaupark",53.754455,9.674683
"Elmshorn, Elsa-Brändström-Schule",53.757091,9.674043
"Elmshorn, Liethmoor",53.733728,9.668062
"Elmshorn, Amselstraße",53.759454,9.64462
"Elmshorn, Meteorstraße",53.743847,9.656415
"Elmshorn, Krückauweg",53.756617,9.665635
"Elmshorn, Morthorststraße",53.736121,9.665917
"Elmshorn, Florapromenade",53.764427,9.670096
A Langenmoor,53.771126,9.665941
"Bargfeld-Stegen, Kirche",53.764978,10.181283
"Bargfeld-Stegen, Brooklande",53.770027,10.186077
"Elmshorn, Fuchsberger Damm",53.769235,9.656918
"Klein Nordende, Am Park",53.727896,9.65353
"Klein Nordende, Hofweg",53.725345,9.655111
"Bevern, Schmiedekamp",53.756338,9.7707
"Elmshorn, Moltkestraße",53.758144,9.668995
"Seeth-Ekholt, Butendiek",53.751313,9.741107
"Seeth-Ekholt, Beeklohe",53.748319,9.739948
"Seeth-Ekholt, Seether Straße",53.731843,9.730749
"Elmshorn, Wilhelmstraße",53.740725,9.638755
"Seester, Kurzenmoor 4",53.730237,9.630929
"Seester, Kurzenmoor 12-14",53.725792,9.630378
"Seester, Kurzenmoor 16",53.720489,9.6238
"Kurzenmoor, Schulsteig",53.716003,9.622643
"Seester, Wendeplatz",53.722377,9.602588
"Elmshorn, Feldstraße",53.755783,9.65551
"Elmshorn, Peterstraße",53.754752,9.653788
"Elmshorn, Eichenkamp",53.747459,9.674101
"Elmshorn, Hasenbusch",53.760978,9.643597
"Raa-Besenbek, Dorfstraße 7",53.755011,9.609621
"Seeth-Ekholt, Schulstraße",53.741599,9.731145
"Seeth-Ekholt, Gartenstraße",53.744489,9.736031
"Elmshorn, Adenauerdamm",53.744125,9.680504
"Elmshorn, Ramskamp (KGSE)",53.743207,9.676124
"Elmshorn, WAK/BBS",53.742072,9.683002
"Elmshorn, Ramskamp (Mitte)",53.741598,9.691921
"Elmshorn, Ramskamp (West)",53.742179,9.687732
"Elmshorn, Kurt-Wagener-Straße",53.745233,9.700257
"Elmshorn, Lise-Meitner-Straße",53.746069,9.695663
"Elmshorn, Ernst-Abbe-Straße",53.740933,9.699746
"Elmshorn, Eichstraße",53.747146,9.652677
"Elmshorn, Köhnholz (Nord)",53.742955,9.643457
"Großhansdorf, Lungenclinic",53.662122,10.283515
Goldene Wiege (Jahnhöhe),53.458697,9.935166
Vahrenwinkelweg,53.459463,9.934912
Elbbrücken,53.535219,10.023653
Fehrsweg,53.631798,10.020111
Lämmersieth (Nord),53.588911,10.061392
U Habichtstraße,53.592826,10.052663
Obenhauptstraße,53.620111,10.007058
Billbrookdeich (Ost),53.530822,10.111516
Rotenbrückenweg,53.530898,10.115952
Pinkertweg (Ost),53.521452,10.103551
Felix-Jud-Ring (Mitte),53.481592,10.153959
Michael-Pritzl-Weg,53.480895,10.157254
Behnsrade,53.512291,10.200093
Kirschgarten,53.502811,10.197429
Perelsstraße (Mitte),53.509177,10.201452
"Wentorf, Rathaus",53.492422,10.252721
"Wentorf, Zwischen den Toren",53.487869,10.258433
"Wentorf, Sollredder",53.487429,10.263512
"Wentorf, Auf dem Ralande",53.485929,10.267701
"Wentorf, Möbel Schulenburg",53.488038,10.270536
Falkensteiner Ufer (ElbeCamp),53.564925,9.764195
Rissener Ufer,53.567122,9.759193
Farnstieg,53.57631,9.752791
Bookweetenkamp,53.576036,9.749147
Nagelshof,53.581418,9.751975
Achtern Sand,53.584318,9.77069
Hexentwiete,53.584872,9.765612
Röschdaalskoppel,53.587206,9.764476
Siegrunweg,53.589292,9.767202
Klövensteenweg (Mitte),53.589372,9.763111
Gudrunstraße,53.589038,9.760447
Raalandsweg,53.577344,9.761203
Achter de Höf,53.579453,9.761467
Rheingoldweg (Ost),53.584238,9.753611
Lohengrinweg,53.587674,9.753038
"Wentorf, An der Lohe",53.49531,10.271929
Rüdigerau (Kinder-Hospiz),53.589817,9.752366
Moorburger Straße,53.473052,9.958253
Zweite Hafenstraße,53.471597,9.966052
"Großensee, Petersweg",53.612368,10.341707
"Bargteheide, Lindenstraße",53.727173,10.256769
"Elmshorn, Burdiekstraße",53.753867,9.637621
"Elmshorn, Sandberg",53.754263,9.640932
"Ammersbek, Pumpenhaus",53.706312,10.226994
"Bargfeld-Stegen, Gräberkater Weg",53.765349,10.200009
"Bargfeld-Stegen, Hartwigsahl",53.765203,10.213614
"Bargfeld-Stegen, Rathkrügen",53.765797,10.189389
"Bargfeld-Stegen, Schule",53.7644,10.183481
"Bargfelder Rögen, Rögener Weg",53.766868,10.227589
"Bargfelder Rögen, Steinklinken",53.768062,10.239064
"Bargteheide, Holsteiner Straße",53.737611,10.264673
"Bargteheide, Malepartus",53.734635,10.283436
"Bargteheide, Neue Straße",53.733462,10.249895
"Barkhorst, Rohlfshagener Weg",53.744135,10.374007
Bf. Kupfermühle,53.762521,10.327619
"Delingsdorf, Mittelweg",53.701932,10.252518
"Delingsdorf, Timmerhorner Straße",53.709552,10.247292
"Elmenhorst, Bargerhorst",53.775345,10.246639
"Elmenhorst, Gemeindezentrum",53.762564,10.262842
"Elmenhorst, Manhagen",53.767194,10.263633
"Elmenhorst, Papenborn",53.773403,10.250208
"Elmenhorst, Rokshorst",53.764349,10.269222
"Elmenhorst, Scheidekate",53.780711,10.242351
"Elmenhorst, Fischbek",53.765011,10.283867
"Jersbek, Barockgarten",53.742313,10.219358
"Jersbek, Langereihe 58",53.737676,10.198097
"Jersbek, Langereihe 7",53.740307,10.207235
"Jersbek, Sportplatz",53.745592,10.214178
"Klein Hansdorf, Am Wischhof",53.720328,10.213025
"Klein Hansdorf, Hansdorfer Redder",53.722184,10.216018
"Lasbek-Dorf, Achterbrook",53.732972,10.360034
"Lasbek-Gut, Am Mühlenteich",53.745306,10.342834
"Lasbek, Wildgrund",53.735149,10.350284
"Mönkenbrook, Heideweg",53.75765,10.277863
"Mönkenbrook, Hüls",53.749369,10.270438
"Nienwohld, Trift",53.786853,10.196205
"Nienwohldrögen, Hohenbergen",53.778196,10.23267
"Nienwohldrögen, Dorfmitte",53.778254,10.226981
"Rohlfshagen, Alte Buddikate",53.754968,10.370343
"Sattenfelde, Forstweg",53.75968,10.338228
"Timmerhorn, Klein Hansdorfer Straße",53.713932,10.219006
"Tremsbüttel, Feuerwehrhaus",53.742431,10.309502
"Tremsbüttel, Fischbeker Weg",53.749895,10.307656
"Tremsbüttel, Sattenfelder Straße",53.756112,10.319393
"Tremsbüttel, Up de Vorburg",53.737005,10.304498
Holstentherme,53.839935,9.946077
Lentföhrden,53.876907,9.889831
Nützen,53.863667,9.916743
dodenhof,53.844406,9.93969
Kaltenkirchen,53.834415,9.966823
Kaltenkirchen Süd,53.823591,9.973058
Ulzburg Süd,53.773456,9.972898
Tanneneck,53.755327,9.943293
Ellerau,53.750145,9.923379
Quickborn,53.731131,9.904764
Quickborn Süd,53.723087,9.907469
Hasloh,53.694572,9.919906
Bönningstedt,53.663396,9.91024
Burgwedel,53.647613,9.908493
Schnelsen,53.634524,9.906525
Hörgensweg,53.61728,9.903625
Eidelstedt Zentrum,53.610377,9.901528
Henstedt-Ulzburg,53.795124,9.982187
Alveslohe,53.791458,9.916381
Langeln,53.791834,9.86211
Barmstedt,53.792979,9.77201
Barmstedt Brunnenstraße,53.792621,9.761882
Voßloch,53.7906,9.735867
Bokholt,53.786106,9.716839
Sparrieshoop,53.781296,9.685202
Langenmoor,53.772441,9.663747
Elmshorn,53.754028,9.659409
Meeschensee,53.754218,9.979625
Haslohfurth,53.744572,9.986767
Quickborner Straße,53.73443,9.989818
Friedrichsgabe,53.728876,9.988854
Moorbekhalle (Schulzentrum Nord),53.717153,9.991744
Hittfeld,53.403714,9.974526
Altengörs,53.898695,10.355555
Wakendorf,53.866266,10.365953
Fresenburg,53.842603,10.390586
Apensen,53.441668,9.612345
Rahlstedt,53.604861,10.154403
Ahrensburg,53.66917,10.236203
Bargteheide,53.728202,10.269103
Bad Oldesloe,53.805287,10.382838
Martensallee,53.590547,10.133714
"Brande, Barmstedter Straße 30",53.832672,9.728745
"Raa-Besenbek, Altendeich (Ost)",53.75209,9.627194
"Klein Offenseth, Austraße",53.805546,9.693035
Hafentreppe,53.545984,9.957502
"Bad Oldesloe, Altfresenburg",53.82333,10.360804
"Neufresenburg, Am Poggensee",53.826593,10.377252
"Bad Oldesloe, Am Stadion",53.814172,10.376693
"Bad Oldesloe, Hagenstraße",53.81021,10.373841
Altona (Fischmarkt),53.543998,9.951966
Dockland (Fischereihafen),53.543028,9.935494
Vielohwisch,53.638951,9.92952
Arenen (Luftbadweg),53.584253,9.897212
St. Pauli Hafenstraße,53.546492,9.962553
Hamburg-Harburg,53.455913,9.99171
"Klein Offenseth, Schlottweg",53.799326,9.680958
"Langeln, Langelner Heidkaten",53.807756,9.879287
"Altengörs, Dorfplatz",53.897794,10.362965
"Altengörs, Neuengörser Straße",53.89882,10.365144
"Alveslohe, Brunskamp",53.810493,9.909828
"Bad Oldesloe, Ulmenkamp",53.800201,10.360889
"Bad Oldesloe, Schützenstraße",53.80986,10.36559
"Bad Oldesloe, Meisenweg",53.800012,10.370324
"Bad Oldesloe, Moordamm",53.802355,10.368943
"Bad Oldesloe, Pahleck",53.803733,10.399848
"Vinzier, Schulweg",53.819316,10.292341
"Vinzier, Siedlung",53.816801,10.31053
"Lütjensee, Strandweg",53.636213,10.372884
"Hoisdorf, Am Schwarzen Berg",53.658283,10.307738
"Hoisdorf, Alte Schmiede",53.650866,10.326051
"Hoisdorf, Ladestraße",53.64514,10.330302
"Hoisdorf, Fuhrwegen",53.640407,10.33413
"Hoisdorf, Fuhrwegen 24",53.64186,10.342386
"Lütjensee, Dornredder",53.654805,10.366515
"Lütjensee, Ziegeleiweg",53.661743,10.375015
"Dwerkaten, Zum Löps",53.665615,10.391421
"Trittau, Otto-Hahn-Straße (West)",53.622873,10.391163
"Lütjensee, Am See",53.641059,10.368717
"Hoisdorf, Lunken",53.639431,10.329805
"Hoisdorf, Sieker Berg",53.635573,10.313793
"Oetjendorf, Oetjendorfer Landstraße 34",53.674925,10.332088
"Ahrensburg, Otto-Schumann-Straße",53.682205,10.226051
"Ahrensburg, Gustav-Delle-Straße",53.684042,10.224757
"Ahrensburg, Steinkamp",53.682869,10.228779
"Ahrensburg, Rosenweg",53.683813,10.222525
"Rhen, Industriestraße",53.760481,9.983895
"Ulzburg-Süd, Hogenmoor",53.770206,9.979178
Ernst-August-Schleuse,53.524059,9.981974
Moorburger Elbdeich 297,53.495357,9.917906
Moorburger Elbdeich 273,53.495128,9.923114
Alte Schule Moorburg,53.494928,9.928022
Moorburger Elbdeich 227,53.493597,9.93164
Moorburger Kirchdeich,53.489911,9.936531
Moorburger Kirche,53.489693,9.941347
Konsul-Ritter-Straße,53.470478,9.972125
Moorburger Bogen,53.474618,9.950065
"Neu Wulmstorf, Kantstraße",53.461114,9.778739
"Neu Wulmstorf, Lessingstraße",53.463976,9.777963
"Neu Wulmstorf, Querweg",53.461123,9.79101
Cuxhavener Straße (West),53.467291,9.80918
Erlenbruch,53.481985,9.867635
Moorburger Ring,53.480652,9.872986
Jägerhof,53.471237,9.888605
Schanzengrund,53.465634,9.890431
Hohenwischer Straße 20,53.500446,9.882917
Moorburger Alter Deich,53.499097,9.891524
Moorburger Elbdeich 379,53.497609,9.902915
"Ehestorf, Rehwechsel",53.455023,9.895086
"Ehestorf, Wildpark Schwarze Berge",53.441491,9.890317
Weidenbruch,53.483923,9.864301
Denickestraße,53.459003,9.956642
Blaumeisenweg,53.451183,9.94346
Nachtigallenweg,53.451372,9.947935
Zum Fürstenmoor,53.47184,9.930862
Am Radeland,53.471856,9.925395
Heykenaubrook,53.47189,9.920938
"Glüsingen, Lohe",53.401371,10.005656
"Emmelndorf, Wittenberger Feld",53.407711,9.963625
Neue Bullerrinne,53.530916,9.848005
Schlachthofstraße (Süd),53.459362,9.994109
Finkenwerder,53.536444,9.878914
Rüschpark,53.541613,9.863357
AIRBUS (Schiffsanleger),53.544798,9.840955
Köhlbrandhöft (nur für Betriebsangehörige),53.539893,9.938117
Bubendey-Ufer,53.540118,9.885326
Waltershof,53.525649,9.937199
Neumühlen/Övelgönne,53.543522,9.914226
Ernst-August-Deich,53.520665,9.981658
Ernst-August-Schleuse (Fähre),53.52319,9.982696
Klütjenfelder Straße,53.526335,9.980538
Brandenburger Straße,53.526107,9.98097
Argentinienbrücke,53.528175,9.97599
Steinwerder,53.540107,9.96648
Arningstraße,53.537023,9.985232
Neuhof,53.524166,9.940785
Theater im Hafen,53.540496,9.975057
Olivaer Straße,53.582984,10.056287
Tilsiter Straße (Mitte),53.590655,10.084458
Angerburger Straße,53.591759,10.087568
Immenseeweg,53.594215,10.175394
Brunskamp,53.593842,10.18224
Bachstraße,53.577037,10.0248
Finkenau,53.571262,10.029747
"Klein Nordende, Bauerweg",53.720601,9.653447
"Sparrieshoop, Grundschule",53.79307,9.690781
A Sparrieshoop,53.781588,9.68595
"Sparrieshoop, Kirche",53.784659,9.683178
Vogtredder,53.675228,10.137305
Bergstedter Alte Landstraße,53.673896,10.132729
"Altengörs, Bahnhofstraße",53.898413,10.356733
"Weddelbrook, Lohnkamp",53.889432,9.827624
"Kaltenkirchen, Erikaweg",53.83531,9.977173
"Kaltenkirchen, Pommernring",53.835161,9.972263
"Neversdorf, Seekoppel",53.865437,10.27394
"Sülfeld, Tönningstedt",53.808714,10.23173
"Sülfeld, Schule",53.800946,10.234811
"Seth, Steindamm",53.846508,10.175115
"Sülfeld, Holm",53.839185,10.193353
"Seth, Holmer Weg",53.839608,10.183278
"Seth, Im Weißen Moor",53.851924,10.167942
"Seth, Lehmkuhlenring",53.840352,10.180685
"Seth, Schule",53.850546,10.175669
"Borstel (Sülfeld), Wedenkamp",53.82577,10.187033
"Borstel (Sülfeld), Ziegeleiweg",53.831091,10.185042
"Sievershütten, Hasenhörn",53.844467,10.111198
"Sievershütten, Heide",53.827351,10.102285
"Sievershütten, Schule",53.847238,10.118459
"Sievershütten, Mühlenstraße",53.841623,10.106762
"Struvenhütten, Im Wiesengrund",53.86605,10.051207
"Struvenhütten, Schulstraße",53.863949,10.058253
"Stuvenborn, Brook",53.864347,10.134572
"Stuvenborn, Am Sportfeld",53.847749,10.117712
"Stuvenborn, Dorfplatz",53.851565,10.125671
"Wakendorf I, Lohsacker Weg (ST)",53.866894,10.352565
"Wakendorf I, Hauptstraße",53.864787,10.357726
"Winsen (SE), Dorfstraße",53.830991,10.015713
"Leezen, Neversdorfer Straße",53.865452,10.252019
"Kaltenkirchen, Heideweg",53.824177,9.936761
"Kaltenkirchen, Albrecht-Dürer-Ring",53.829442,9.935649
"Kaltenkirchen, Wagnerstraße",53.832903,9.93767
"Kaltenkirchen, Am Schaafredder",53.833289,9.944636
"Kaltenkirchen, GS Flottkamp",53.825296,9.958837
"Kaltenkirchen, Schulstraße",53.83579,9.961143
"Kaltenkirchen, Brookweg",53.825087,9.944375
"Kaltenkirchen, Anne-Frank-Weg",53.84342,9.957565
"Kaltenkirchen, Funkenberg",53.831612,9.94906
"Schmalfeld, Schule",53.876944,9.981794
"Nahe, Lüttmoor",53.7888,10.135536
"Mönkloh, Glückstädter Straße",53.893737,9.796989
"Mönkloh, Lutzhorner Straße",53.888547,9.787642
"Weddelbrook, Achtern Lohn",53.883685,9.826604
"Bad Oldesloe, Königstraße",53.808384,10.369191
"Floggensee, B 75",53.776363,10.273393
"Bad Oldesloe, Hako",53.799435,10.348328
"Rohlfshagen, In de Eck",53.757781,10.365612
"Hoisdorf, Schule",53.6631,10.318371
"Lütjensee, Alte Schulstraße",53.650968,10.364954
Elbphilharmonie,53.540338,9.986609
Landungsbrücken Brücke 1,53.54445,9.972825
Winckelmannstraße,53.555168,9.835227
"Mollhagen, Eichede-Horst",53.724516,10.37667
An den Wiesen,53.479359,9.855516
Im Vogelkamp,53.478283,9.850042
Merlingasse,53.476356,9.845636
S Neugraben (Nordseite),53.47481,9.853286
EUROPA-CENTER Air30,53.537882,9.864058
Rüschpark (Leegerwall),53.539278,9.862306
Blankenese (Schiffsanleger),53.55597,9.804746
Sorthmannweg,53.58322,9.956291
"Bad Oldesloe, Am Bürgerpark",53.809351,10.368488
"Holm, Hörnstraße",53.625394,9.673119
"Heist, Rosentwiete",53.65099,9.665572
"Heist, Lehmweg",53.651817,9.659082
"Heist, Schule",53.653872,9.656301
"Heist, Heideweg",53.654709,9.669004
"Heist, Hamburger Straße",53.657649,9.668596
"Moorrege, Grothenpohl",53.665395,9.665255
"Moorrege, Voßmoor",53.669948,9.660742
"Moorrege, Eichenweg",53.672668,9.6677
"Moorrege, Schule",53.672922,9.672198
"Moorrege, Werftweg",53.674761,9.675753
"Uetersen, Ostbahnhof",53.680318,9.676674
"Uetersen, Denkmal",53.682233,9.668532
"Uetersen, Großer Wulfhagen",53.684092,9.662159
"Uetersen, Buttermarkt",53.683206,9.656666
"Uetersen, Mühlenstraße",53.687285,9.653415
"Uetersen, Langenhof",53.692673,9.653998
"Groß Nordende, Kahlkes Weg",53.698072,9.649176
"Groß Nordende, Am Gemeindezentrum",53.705011,9.648647
"Klein Nordende, Am Brahm",53.713148,9.647591
"Klein Nordende, Am Redder",53.722567,9.647175
